id,status,confidence,name_sim,distance_m,old_name,google_name,name_updated,old_address,new_address,coords_fixed,reason
1575,no_match,0.2,0.333,676,פנינת המזרח,Peretz Center Mall,no,"המלאכה 33, דימונה, Israel",,no,dist=676m name=0.33 no-match
1576,flagged,0.7,1.000,1197,מאפיית גיל,מאפית גיל,no,"המחוגה 30, אשקלון, Israel",,no,dist=1197m name=1.00 needs-review
1577,no_match,0.2,0.167,976,סטייק וואן,Butchery,no,"יוסף הבורסקאי 18, באר שבע, Israel",,no,dist=976m name=0.17 no-match
1578,flagged,0.7,0.091,242,שיפודי הבוסתן,Ranch House,no,"דרך פעמי השלום 23, טיילת רויאל ביץ', אילת, Israel",,no,dist=242m name=0.09 needs-review
1579,no_match,0.2,0.200,339,חומוס full,הפלאפל של שרון,no,"הרצל 86, אשקלון, Israel",,no,dist=339m name=0.20 no-match
1580,no_match,0.2,0.400,785,פלאפל כיד המלך,פלאפל מכל הלב נתיבות,no,"הרמב""ם 1, מרכז מסחרי נתיבות, Israel",,no,dist=785m name=0.40 no-match
1581,verified,0.88,1.000,140,הדרומית,הדרומית - מסעדת בשרים כשרה,yes,"אלקיים ניסים 4, באר שבע, Israel","מתחם ישפרו סנטר, Tsvi Taub 1, Beersheba, 8488584, Israel",yes,dist=140m name=1.00 near+name
1582,verified,0.95,1.000,63,שווארמה אשקלון,שווארמה אשקלון,yes,"הגבורה 5, אשקלון, Israel","Ha-Gvura St 7, Ashkelon, Israel",yes,dist=63m name=1.00 close-proximity
1583,verified,0.88,1.000,171,המזנון של ישראל,המזנון של ישראל אילת,yes,"התבונה 14, אילת, Israel","HaTvuna St 14, Eilat, Israel",yes,dist=171m name=1.00 near+name
1584,no_match,0.2,1.000,187120,מקדונלד'ס,מקדונלד'ס - ביג אילת (כשר),no,"הסתת 20, ביג אילת, Israel",,no,dist=187120m name=1.00 no-match
1585,flagged,0.4,1.000,1394,אלוף השווארמה,אלוף השווארמה,no,"אשדוד, Israel",,no,dist=1394m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1586,flagged,0.6,0.158,62,המטבח של איציק,בלנקו פטיסרי - אורטל בן סימון,no,"הבנאי 1, אילת, Israel",,no,dist=62m name=0.16 proximity-name-mismatch
1587,verified,0.88,1.000,87,גאטוס,גאטוס מסעדה איטלקית,yes,"בת גלים 1, אשקלון, Israel","Bat Galim St, Ashkelon, Israel",yes,dist=87m name=1.00 near+name
1588,flagged,0.4,0.000,221805,cofix,קופיקס שדרות,no,"ככר הנשיא 10, שדרות, Israel",,no,dist=221805m name=0.00 business=CLOSED_PERMANENTLY (non-operational)
1589,flagged,0.4,1.000,1736,אצה,אצה,no,"דרך הדרום 3, קריית גת, Israel",,no,dist=1736m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1590,flagged,0.7,1.000,461,סינטה,סינטה,no,"האורגים 9, טופ סנטר אשדוד, Israel",,no,dist=461m name=1.00 needs-review
1591,verified,0.95,0.750,70,מקדונלד'ס,McDonald's,no,"שד' יגאל אלון 31, דימונה, Israel","פרץ סנטר - אזור תעשיה דרומי, Dimona, Israel",yes,dist=70m name=0.75 close-proximity
1592,verified,0.95,1.000,30,מלך השווארמה,מלך השווארמה,yes,"צה""ל 3, אשקלון, Israel","Tsahal St 3, Ashkelon, Israel",yes,dist=30m name=1.00 close-proximity
1593,no_match,0.2,0.167,462,פיצלה,פיצה מונטיפיורי באר שבע,no,"דרך המשחררים 29, באר שבע, Israel",,no,dist=462m name=0.17 no-match
1594,no_match,0.2,0.500,1115,אליקו קייטרינג גורמה,קייטרינג השף,no,"שד' הפרחים 9, אשדוד, Israel",,no,dist=1115m name=0.50 no-match
1595,flagged,0.7,1.000,523,פלאפל רץ,פלאפל רץ,no,"העבודה 14, אשקלון, Israel",,no,dist=523m name=1.00 needs-review
1597,flagged,0.4,1.000,422,פיצה האט,פיצה האט - אשדוד - סטאר סנטר,no,"ז'בוטינסקי 45, סטאר סנטר, אשדוד, Israel",,no,dist=422m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1598,no_match,0.2,0.400,621,בוצ'רוס,פינת אור ועושר,no,"קריית גת, Israel",,no,dist=621m name=0.40 no-match
1599,flagged,0.4,1.000,35,מעורב ירוחמי ירוחם,מעורב ירוחמי,no,"ההדסים 95, ירוחם, Israel",,no,dist=35m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1600,verified,0.88,0.625,83,ממוס אוכל תוניסאי,Mamos Tunisian restaurant,no,"הנגרים 12, באר שבע, Israel","HaNagarim St 12, Be'er Sheva, Israel",yes,dist=83m name=0.63 near+name
1601,verified,0.88,1.000,157,המבורגסה,המבורגסה,yes,"הבנאים 1, נמל אשדוד, Israel","HaOrgim St 12, Ashdod, Israel",yes,dist=157m name=1.00 near+name
1602,no_match,0.2,,,קייטרינג ציון,,no,"מש' קיפוד 3, באר שבע, Israel",,no,no-candidate
1603,flagged,0.7,1.000,901,פיצה שומי גרנד קניון ב''ש,שומי,no,"שד' דוד טוביהו 125, באר שבע, Israel",,no,dist=901m name=1.00 needs-review
1604,flagged,0.4,0.222,9929,אלדין בשדרה,Aladdin Avenue,no,"מרטין בובר 1, אשדוד, Israel",,no,dist=9929m name=0.22 business=CLOSED_TEMPORARILY (non-operational)
1605,flagged,0.4,1.000,119,שווארמה פאשה אשקלון,שווארמה פאשה אשקלון,no,"ברל כצנלסון 13, אשקלון, Israel",,no,dist=119m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1606,no_match,0.2,0.571,354,לה בריוש,La Brioche,no,"רוגוזין 27, אשדוד, Israel",,no,dist=354m name=0.57 no-match
1608,no_match,0.2,0.100,421,שיפודי פינוקיו,המרגיע,no,"אדר 4, אשדוד, Israel",,no,dist=421m name=0.10 no-match
1609,no_match,0.2,0.111,619,לבריאות,Sderot Lachish 1,no,"שד' לכיש 1, קריית גת, Israel",,no,dist=619m name=0.11 no-match
1610,no_match,0.2,0.273,267,איסטנבילו,Lev Ashdod Mall/Yehuda Halevi,no,"יהודה הלוי, קניון לב אשדוד, Israel",,no,dist=267m name=0.27 no-match
1611,verified,0.95,0.375,9,קפה גרג,Greg coffee Kiryat Haim,no,"דרך פעמי השלום 19, קניון מלכת שבא, אילת, Israel","Sderot Achi Eilat 20, Haifa, Israel",yes,dist=9m name=0.38 close-proximity
1612,flagged,0.7,1.000,746,קראנצ'ו,קראנצו טורטיה אשקלון,no,"צפניה 7, אשקלון, Israel",,no,dist=746m name=1.00 needs-review
1613,verified,0.95,0.889,6,באגט בגגט,באגט באגט,yes,"הצאלה 54, דימונה, Israel","Ha-Tse'ela St 54, Dimona, Israel",yes,dist=6m name=0.89 close-proximity
1614,no_match,0.2,0.150,2054,ביסטרו 30,גוד בורגר Good Burger - נווה זאב,no,"שד' יוהנה ז'בוטינסקי 30, באר שבע, Israel",,no,dist=2054m name=0.15 no-match
1615,flagged,0.7,1.000,507,השיפודיה של בבר,השיפודיה של בבר,no,"יוסף סמלו, נתיבות, Israel",,no,dist=507m name=1.00 needs-review
1616,no_match,0.2,0.200,908,צ'וקה,Chooka,no,"שד' דוד טוביהו 125, באר שבע, Israel",,no,dist=908m name=0.20 no-match
1617,flagged,0.7,1.000,690,"""מרכז הפיתה""",מאפיית מרכז הפיתה,no,"דימונה, Israel",,no,dist=690m name=1.00 needs-review
1618,flagged,0.4,1.000,208,פיצה דון פדרו- אשדוד,פיצה דון פדרו אשדוד pizza don pedro,no,"שבט לוי 14, אשדוד, Israel",,no,dist=208m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1619,flagged,0.6,0.167,61,פסגת הטעמים,David HaMelech Street,no,"המלך דוד 70, דימונה, Israel",,no,dist=61m name=0.17 proximity-name-mismatch
1620,verified,0.88,1.000,88,בוטרא,בוטרא - שוארמה רובע י'ב אשדוד,yes,"אדר 4, אשדוד, Israel","Adar St 4, Ashdod, Israel",yes,dist=88m name=1.00 near+name
1621,flagged,0.7,1.000,379,מסעדת הפרה,הפרה,no,"מבצע נחשון 60, באר שבע, Israel",,no,dist=379m name=1.00 needs-review
1622,verified,0.95,0.308,28,בטעם של קובי,Bataam Shel Kobi Catering,no,"החרש 11, אילת, Israel","HaHarash St 11, Eilat, Israel",yes,dist=28m name=0.31 close-proximity
1623,flagged,0.7,1.000,928,מאמא פיצה,מאמא פיצה,no,"אלי כהן 46, אשקלון, Israel",,no,dist=928m name=1.00 needs-review
1624,verified,0.88,1.000,158,פיצה שמש,Pizza Shemesh,no,"שד' לכיש 33, קריית גת, Israel","Sderot Lachish 33, Kiryat Gat, Israel",yes,dist=158m name=1.00 near+name
1625,flagged,0.6,0.200,27,החומוס של טחינה,Tahini's Hummus,no,"יוסף בן מתתיהו 70, אוניברסיטת בן-גוריון בנגב, באר שבע, Israel",,no,dist=27m name=0.20 proximity-name-mismatch
1626,no_match,0.2,0.182,427,איילת מבשלת,מדרשת הדרום,no,"נטע, Israel",,no,dist=427m name=0.18 no-match
1627,no_match,0.2,0.333,397,קונופיצה,VIVINO - ויוינו נתיבות,no,"בעלי המלאכה 10, צים סנטר נתיבות, Israel",,no,dist=397m name=0.33 no-match
1629,verified,0.88,0.500,87,גאטוס על המים אשקלון,גאטוס מסעדה איטלקית,no,"בת גלים 1, אשקלון, Israel","Bat Galim St, Ashkelon, Israel",yes,dist=87m name=0.50 near+name
1630,flagged,0.7,0.111,108,המטבח של דרורי,Lotem St 4,no,"לוטם 4, עומר, Israel",,no,dist=108m name=0.11 needs-review
1631,no_match,0.2,0.000,546,טאג'ין,BABBI'S,no,"האורגים 22, נמל אשדוד, Israel",,no,dist=546m name=0.00 no-match
1632,no_match,0.2,0.000,462,מפגש הפלאפל,Falafel Avshi,no,"אנפה 1, אילת, Israel",,no,dist=462m name=0.00 no-match
1633,no_match,0.2,0.045,463,נורדאו 24,Something something Bar - סמטינג סמטינג,no,"נורדאו 24, אשדוד, Israel",,no,dist=463m name=0.05 no-match
1634,no_match,0.2,0.167,1217,פיציריקה,פיצה נתיבות,no,"נתיבות, Israel",,no,dist=1217m name=0.17 no-match
1635,verified,0.95,0.500,61,פיצה שמש דימונה,Shemesh Pizza,no,"מ""ד המעפילים 215, דימונה, Israel","מ""ד המעפילים 215, Dimona, 8610002, Israel",yes,dist=61m name=0.50 close-proximity
1636,no_match,0.2,0.132,1688,טעים לנו,המרענן -קייטרינג חלבי ומגשי אירוח אשדוד,no,"הפלמ""ח 20, אשדוד, Israel",,no,dist=1688m name=0.13 no-match
1637,no_match,0.2,0.500,3374,הפרנה של אמא,Dar de mama המסעדה של אמא,no,"יקינטון 3, אשדוד, Israel",,no,dist=3374m name=0.50 no-match
1638,flagged,0.7,1.000,801,בוצ'רס Butchers,בוצ'רס,no,"הנשיא 4, אשקלון, Israel",,no,dist=801m name=1.00 needs-review
1639,verified,0.95,1.000,13,אושי אושי,אושי אושי אשדוד,yes,"הגדוד העברי 6, קניון סי מול, אשדוד, Israel","קניון סימול, HaGdud Haivri 6, Ashdod, Israel",yes,dist=13m name=1.00 close-proximity
1641,no_match,0.2,0.500,672,הפינה של כולם,שיפודי הפינה,no,"רמז דוד 20, אשקלון, Israel",,no,dist=672m name=0.50 no-match
1642,flagged,0.4,1.000,298,לה קצפת,לה קצפת,no,"הפלמ""ח 20, אשדוד, Israel",,no,dist=298m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1643,verified,0.95,1.000,29,פאנג'יה,פאנג'יה - Pangea,yes,"הר עודד 5, מצפה רמון, Israel","Mitzpe Ramon, Israel",yes,dist=29m name=1.00 close-proximity
1645,no_match,0.2,0.500,295,בורגרים רמות,רוויס בורגר באר שבע - Revi's burger | סניף רמות,no,"הדעת 6, באר שבע, Israel",,no,dist=295m name=0.50 no-match
1646,verified,0.95,1.000,68,פיצה כמעט חינם,פיצה כמעט חינם,yes,"יוסף סמלו 2, נתיבות, Israel","Yosef Samelo St 44, Netivot, Israel",yes,dist=68m name=1.00 close-proximity
1647,flagged,0.6,0.200,33,שמונה,שף סנוויץ' Eight העיר העתיקה,no,"קק""ל 32, באר שבע, Israel",,no,dist=33m name=0.20 proximity-name-mismatch
1648,no_match,0.2,0.233,1717,שניצל'ה,"שניצל טיים באר שבע | חלות שניצל , מגשי אירוח",no,"יוסף בן מתתיהו 76, אוניברסיטת בן-גוריון בנגב, באר שבע, Israel",,no,dist=1717m name=0.23 no-match
1649,verified,0.88,1.000,101,פיצה דל פיירו,פיצה דל פיירו Pizza Del Piero,yes,"אנפה 1, אילת, Israel","מרכז מור, Anafa 1, Eilat, Israel",yes,dist=101m name=1.00 near+name
1650,flagged,0.4,1.000,342,Pizz stop,Pizz Stop,no,"רותם 17, מרכז מסחרי עומר, Israel",,no,dist=342m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1651,no_match,0.2,1.000,2053,פיצה ברצ'רומא,פיצה ברצרומא,no,"אליעזר שמואלי 1, באר שבע, Israel",,no,dist=2053m name=1.00 no-match
1652,no_match,0.2,0.067,344,מטעמי שרה,Derech Laskov 2,no,"דרך לסקוב 2, נמל אשדוד, Israel",,no,dist=344m name=0.07 no-match
1653,verified,0.88,0.833,77,בורגרים,Burgerim,no,"אלי כהן 21, אשקלון, Israel","Eli Cohen St 21, Ashkelon, Israel",yes,dist=77m name=0.83 near+name
1654,verified,0.88,0.500,226,פיצה חתם סופר,הפיצה של אפרים,no,"חתם סופר 10, אשקלון, Israel","Ha-Nasi St 97, Ashkelon, Israel",yes,dist=226m name=0.50 near+name
1655,flagged,0.7,1.000,516,פיצה סלפי,פיצה סלפי מצפה רמון,no,"שד' בן גוריון 8, מצפה רמון, Israel",,no,dist=516m name=1.00 needs-review
1656,no_match,0.2,0.300,2118,טעם השניצל,"שניצל טיים באר שבע | חלות שניצל , מגשי אירוח",no,"יצחק בן צבי 4, קניון הנגב, Israel",,no,dist=2118m name=0.30 no-match
1657,flagged,0.7,0.200,188,פיצה שמש,Sun Pizza Eilat,no,"אילות 231, אילת, Israel",,no,dist=188m name=0.20 needs-review
1658,verified,0.88,1.000,138,ג׳אפן ג׳אפן אשקלון,ג'אפן ג'אפן אשקלון - JAPAN JAPAN,yes,"הנמל 9, אשקלון, Israel","HaNamal St 9, Ashkelon, 7879304, Israel",yes,dist=138m name=1.00 near+name
1659,flagged,0.4,1.000,119,פאשה,שווארמה פאשה אשקלון,no,"ברל כצנלסון 13, אשקלון, Israel",,no,dist=119m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1660,no_match,0.2,0.222,1440,פיצה לול,פיצה צ'יז אשקלון,no,"שיבת ציון 19, אשקלון, Israel",,no,dist=1440m name=0.22 no-match
1661,flagged,0.4,1.000,420,עוגלנד,עוגלנד / ogalend,no,"שד' התמרים, אילת, Israel",,no,dist=420m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1662,flagged,0.7,0.000,106,cofix,קופיקס בית ימין,no,"ברל כצנלסון 13, אשקלון, Israel",,no,dist=106m name=0.00 needs-review
1663,no_match,0.2,0.167,1384,קפה קפה,"קפה קפה, דימונה",no,"שד' יגאל אלון 31, דימונה, Israel",,no,dist=1384m name=0.17 no-match
1664,no_match,0.2,0.500,2050,טורטילוקו,TORTILLOCO,no,"אליעזר שמואלי 1, באר שבע, Israel",,no,dist=2050m name=0.50 no-match
