id,old_name,old_address,google_name,google_address,google_place_id,google_rating,google_phone,google_photo_name
1960,הטאבון -אפייה של פעם,"דימונה, Israel",הטאבון,"Dimona, Israel",ChIJS-a5YhNGAhUR3x59FeX6Dw0,3,08-991-2499,places/ChIJS-a5YhNGAhUR3x59FeX6Dw0/photos/AaVGc3kQwWlc_w9_ePijXko6okV8lfVHkXiXMh07Hba4zbhZwWJUxEKeI_LrKxLCk9G3WExtNgnGYLdA3zsjskz45Hg3GnHijfz1sJXt_CNu2fapmswKvmcTET1NyT5BFZhUFL9CBZLqIq1EMov8OeEEOV2yeyBUTynRBR61ZLvsdeIIV8HLLJZ4lzxpJyMw8muWNodQaIzhdAlsmyK71foM_uu9PYB36kbBUKOoRbuJcn4ZlEa0NJ3Ga2xPaT93jIZQNY_JakUl1iwEUkSpGbP08BNLl-jq4fCfADuaPaf4ZTEzJRPhJ-XqG1USQoIeqYGosrCkYhoR3o7DILR3_JV4RF1ACCw8gYZmJMXk2wpGDjqaa5PWx0RhRj_H0Okm2CqtREfiN7ClANrTfXqJUssxfHewUTy-X2hNjMD95aM0sUc
1963,מסעדת הטריפולטאית,"המסגר 5, אילת, Israel",הטריפוליטאית,"HaMasger St 5, Eilat, Israel",ChIJ-R5r5FdxABUR2r4e_wWQmpw,4,053-666-7072,places/ChIJ-R5r5FdxABUR2r4e_wWQmpw/photos/AaVGc3n1UN1Yb16QQ9FufY8RQMd-W1CSk0LEYRCmnGMPGrhoYWVaFxthuF8e2KV6-H8mZVY1BB2MNanke6YM6pKaElUxgq4llIDXuYRXOkwlIWTHzc6cAh6SO7UP_vrGCWCvXNYzrsq9mTl896zJoGECSEIe3p5hohH7CewUj42TKTHeogMFRdX6Dz9FC5dvolZ2a_jBQOF1JiH32155hpiWrCfZCwe8Wdl-egiBzfs6-0U5m9LeMIyQAs1r0pUhT9ysQ5cVvoSnu_dXvPfMjR7Sz_tWMAcp5qZGosl4mYeIIyHMYSpO8Wks9kunSEaHHsXxxBRlo2_xbXY8D-k9Lu_CV78ZeOZysADyOpkBZZMnlfyCyXloe4z2kdAelvyUbdXW1IX0OMoAdC5eh0LgmPvZ4GPy3p5KIy-JDPDbFvg3rsY
1964,איטאלי,"הנשיא 4, אשקלון, Israel",איטאלי - Eataly: מסעדה איטלקית באשקלון.,"Ha-Nasi St 4, Ashkelon, Israel",ChIJLchqxUacAhURnSneWnahLso,4.3,08-663-5330,places/ChIJLchqxUacAhURnSneWnahLso/photos/AaVGc3nha4dHUMn_XkYXpiHkWCNI6EG7klvJSX3C8cbcs9erosTcDVn65MzjBCMWLLuSCmY99vgqIkwJKmtMspBsNGIn0n7bF1ehKkR-DWd9LxHMvmc86sQd6CbNKOtw1Lq_XacnkXmpR-rb-8UjhOjj5SKrogRPZhShUhS3wWUg5wCNsV1v8jZkKQQ4P_yltY0IPayKrgvtNPc3mqBnTKIAHYkIURkP3O8hTEQvNOgu4nY3RYxBU-5rerAVq5fq0s13wm9n9ankzZyDpSywjRkN2C09zbKNtBaD_YhYvpjj1gGjndge20u9BjUv5HRqDhHcOOr7ihw4b2lpj-QxO0il_2S8u0fBqngrTbsSIJKWWJBLPCS1NdmP6BUrGGiW93GmsgqaMRkBwLpxFoPV9ZCZJQfyc1ahoQa8kik2gIfVclw
1971,Guesta,"ראש פינה, Israel",גסטה ראש פינה,"Ma'ale Gei Oni St 1, Rosh Pinna, 1201105, Israel",ChIJGzzp_MkjHBUR1KmooM_ZKPk,4.4,04-853-8222,places/ChIJGzzp_MkjHBUR1KmooM_ZKPk/photos/AaVGc3ngcnnqxyVD7IQsMMcqdOceJjtG5uBK7c-DVIIntiHNN2lXg_iOnGo7S9sKdxrGW9RHCp5iEwLUhN6V4Qd-mpd5ovplS4b3RtdfYFKrBavDDcB0tS6JTM0Aii_TPqoLZVeQQIHGR490VfUiVq26qe5ndKm9ExPfmwOan-ifkC_Y9eLPWZAIfrzlnr6gpgdEduyehT2kxjPqbWYQdEpAQv9Ip5OUJ7lBt0VkZmWCJnsSVAGTch7NF4UraruMkpKtyvIb2CiIFR2ziAV9KKBCG3uqsRw5L8UP58KakEmTzyGjNrhrYZz62gOKymBRU_uuXjsjj1hv8fED6mNDNo-tA0FEXBAv0Ro04c5ELXmfV4vrTKK9gnchBIgKkPb69EGnGi-jNmuxHo_XbWk-E3Xc9xkIq1wFJIACCqd-e70QTjShsXrT
1972,סלון יווני זכרון יעקב,"זכרון יעקב, Israel",סלון יווני זכרון יעקב,"קומה 2, מול, Zikhron Ya'akov, 9851328, Israel",ChIJ3cpWwhMLHRURG0TCw2_RTCA,4.3,052-582-8875,places/ChIJ3cpWwhMLHRURG0TCw2_RTCA/photos/AaVGc3nWCSs2fhEU-QKv90BjTpLpnIb-UquIc-a3W5okuyyompe_jVAfTRD2dCMVQSfOn6_nDz644J5icaPAHEzNAzrnHDrzbliprfKq0HPw3CVsJttfTJtPT8ZxBQV_94Mr4v50zTQHSwjat7TVU95PkfDoVd3orKdkPvd6anIZy6zhALCIWa7spzOxnHvvg75LPfKebdPgc_nzDIiAWuSZtAeyOocogmYZhz70SB4qEckZSUBOeXhM6cc-eXYYtMPcKUgJHFq0GgGAE6qne0sSc4hk_91HbQJ5Ne55OWB-_fIJGAyk7zJMaTYQb9bp6AQ8LtcImrRw0b4_wwuxL8Q_tHsjHR0o5vIZFbtaSKbAGjGEPQPm3_4QK1fiS8c004DGREGRA4UbIiKnwnx_i_g5-doHqa0KTX9p7CdWDlPg4RE
1975,הלנה,"בית שאן, Israel",Helena Bar&Restaurant הלנה בר מסעדה,"Sha'ul HaMelech St 100, Beit She'an, Israel",ChIJa5Gcl7JfHBURqXZ8chzmfTU,4.4,04-887-7577,places/ChIJa5Gcl7JfHBURqXZ8chzmfTU/photos/AaVGc3mBtQyjfleuPA3aWWyAM2prDD_79D1rrSokEeXnQL3cW051VwfcI6vHtHzZ8aTMau5tbmYAYxJXLk2jrgjdbpNqESQvzNGlklYFt4ag0dEs2J9rRjkOGHHfm7gKoa9gMPWjPUHv3iZrSacX0rAKVJ9ObbAJzVZ-OMlPyfoS5YTJKJiMVOny94-zL26frHivD4HfVbwZlojStu4wdWw1sYKeBDL5pq87Yk9yJcRJizVrQ85LSM0CVap974S0zHbqzjvsRp6ze-SoZG-z14UTsuWkg7mhWkK-gIis4-0iMSSYeipqGowPPLizYIUVB4P9zEgyhofMKs9Hx6mlzGUNDL0p08weEieAz9p5mpaO0PYTfxKwASRNnG7j0gPIaBsTQwlLS98yHig0ag1FemQwwYc16B9segNwXoHiMpXmjBH8Khfcy7hnWbXtRHG1KuVo
1976,שאולי בשרים,"אור חיים 1, טבריה, Israel",שאולי מסעדת בשרים,"Or Haim St 1, Tiberias, Israel",ChIJWTKGU1o-HBUR8U5uUmwnNpU,4.3,050-988-5099,places/ChIJWTKGU1o-HBUR8U5uUmwnNpU/photos/AaVGc3niZoMaoU6y8sbEiVCybJJq44JxTuVYFRrU9CIPdkXZlmHAMo8739_QXvfP3L31bwM_svKL5lHUt3ZdFrxGI9weAqYz_Fb2WbSJoxtXMaUzSHbGYb51IUKUFCJXM0I4k0njN6eNuRFhe7ESDOrms6VZNiRSoGxWMWT2DpHE-IC_1gyu9fqcjyw5L10do5KjJz9phB68oszRk6YSZA738XZfM5A6dbtnSlI1tR4ifmIeX2uvcAeJkinxhyD3gsrbrKPJ44KtGlvKiEJVtK2PJVzVXGsf0nxImTOyzraWbyX_rqVVeW-LD17sLVKWc58_lp-ZIFulSBeRHqzGihZZfc3aLf3kIxdW2N9mQcJGMtLbf382n30SZ1ap7V_crgFvjDeXKUr63TzZUs4i3yyLzRRBCiTNKyRxS1iuC5-yuHrqGg
1977,צ'אנג בה,"שד' ירושלים 1, קריית ביאליק, Israel",צ'אנג בה - Chang Ba,"Sderot Yerushalayim 1, Kiryat Bialik, Israel",ChIJ8QtOc1O3HRURsVdyis61vAE,4.6,077-938-6268,places/ChIJ8QtOc1O3HRURsVdyis61vAE/photos/AaVGc3k-4BeNZxc6Urm6fhh5AahOwgDjDc7kbxVznevE8o7_iua0MwZKUcbMh0103eN0p5z-pNjT54xDZWIcnUzYLEGg2wcUBtTvqTXnF3r3JjPPgRdx07DV_5SsAUpK5Jg7zX1lgaBFgyb0zM7isJXDzn3USGAY9sCiGkpRdNfa37Ic8G9ea9vx1UW7cpdZk5IrzzXuM6gvWbO1q6kvJ11AzA2pXjeeKPrfROm5Tq1zT_oziPD4P0k1SccsEvCrBqXCKoN2Y5SwVKQWmx4szYLkpRvOMky25EOB7HiuBJRzyBiK2eSg8b9VX0PNSVQGx0fdgZEyKiC_wtPZQeTsf-2_OK20Zx36ULEcWtRu3NnDaZ5r6PCJV92jcPn-ZwgmuapIzx3vFQ9WPYI7GrinEmCdy5tydnQmWM5TRXn91aY6xhIHTQrl
1978,בראשית,"כרמל 1, מרכז מסחרי יקנעם, Israel",בראשית מסעדת בשרים,"HaCarmel St 1, Yokne'am Illit, 20692, Israel",ChIJ--xWdDevHRURWjK5JdeW1Uo,4.7,04-877-7900,places/ChIJ--xWdDevHRURWjK5JdeW1Uo/photos/AaVGc3nUogSQ4dzKsRLnE-f2mnzzQbJWAa6YdcSUjdael5hk2gS83BlB4Cjs6ohvgdaxyAF6Roj_pBSNdANlmYK8sodjzjX-rX0huMCRolJTbiD2SSSnkECWQ4P_lGcL-c4yZn3KIav89AGcuYWXBWiLtl_I3xNfj9IlMXb0eCnV1yCHxPT214zWIC_gdioPNFboryPWvVUH5BZ2ZAompKg46IeCOAElmPu4uR98jUzBN9jBtp4Jrmn8SmNKl5vdTfXFKoRqNGIxJvitwhXICx1091bC_YcKWpDFn51nh_B9BwnU4K55s8lr6unZtLPeiZPjaAdYSGcL2HxKhMEWYTPFLs61NPbh59_Sd_nXThMNKz137TNF7hZCdUqWwSAq_Zd64x4TNJdIdlHK1wjlDq3l2EzUWE2vdbGLX7QQbNe8gB_F5oPt5EkhCRNcQ3KsWg
1981,שיפודי רחמים שמחה ובניו,"דרך הגליל 515, ראש פינה, Israel",שיפודי רחמים שמחה ובניו,"Derech HaGalil 515, Rosh Pina, Israel",ChIJsYhg-xsiHBUR_n6lotg8dyk,4.4,04-955-5109,places/ChIJsYhg-xsiHBUR_n6lotg8dyk/photos/AaVGc3njn-HoOyN7pC8ufQw4vUa2kTBwUlJ87ZWZWDlxcKZbcRwcjC-HjVxGxYMx-3-TA9HuFsED36kqCBmFM2fB-DwRMklezp_7vGB0elD7ceJQcFZkxmZ6BKcn6aBr8lI7inNS_2wNHFAhDSOiNV4_F44uBKyq447g1d6iJuf5UNPXP6sFTSf4C7uOaJieJP7kKwHLb4HjPAlKzuk6Z8bYEMUYb4Rf2ffvpTOScB_Nrarlub02Xh3pdvZRY11XsXkAV1yVV02eqon0pUp0ABWEzVuVAbtc4BDlJ2dO72R3Jp8h0eS5HaZvfOrPYz4IXTTvUC3kxhSa5TjQIO0A6DTNLRjEPDcyRleYLEKx8tVnMcGlq-iDUREn017bUTdAo09L6U3mFB0drRmFUOdiLpcsCPGysGQdY6tn9MzwHX0x4HP7JA
1983,ג'ויה ראש פינה,"התפוח 1, ראש פינה, Israel",Joya Rosh Pina,"מתחם שופינה, ראש פינה, Israel",ChIJX6EidhkjHBURbjre8HndLNo,4,04-858-9099,places/ChIJX6EidhkjHBURbjre8HndLNo/photos/AaVGc3kNV1nFZ9k1pp3CRf2p3wlpnqD4HmqrIsJeLQMgW36n8YZ9UxbQFHxkequN4QFIul30nDYKu09jlqKCmXxghS_Mxsrpi0gXCxXgHQUh4g-e7w1M8cjqynvSKMldowCDB1ijjhq3qiqvDHKGcJFfZ4o3l_Dw_PmMwgqPM7cNMsrQZnxwqjpXrS1cEnsy_HzGDrS1aEQacnP7oMBCCB8z4m-Z1L2vg00vxuig3v8CyrULH1dEtToC9pfP9VC6ExBNab2ioN-bxA1IhyCzQvXVAXzE0lJ9o8pj9XOCSeBXfjAyW1ZIghH5uLYoITlht-MkwtrkNgy2Opmfc_93jFC99g6VAlitWdSwX9memiWJXjytsltuC-tnjmtdL3WZDVdUVBQbeLEpRGGaoW9xmeG20JkiIFKzum5BN8xzauOOxd1Jdg
1985,האיטלקייה,"ירושלים הבירה 46, בית שאן, Israel",האיטלקייה,"Yerushalayim ha-Bira St 41, Beit She'an, Israel",ChIJCYiJE8FeHBURwlmTHysoPcM,4.2,04-648-2131,places/ChIJCYiJE8FeHBURwlmTHysoPcM/photos/AaVGc3nUVtIK3GO_4zBohj7x8ZqerQbv7Sv0nDrdFbENC-e5IIAPq7NcWuILrDjgWBI4iXF5WXAF5TLgJNe1EatNlfw7o1QVWVRDraxmve-O5jO42yfr_gQPdlFAQ8-B8LM0ZNGZlMxctIxCYyUMg7kwwjB3eSTTxJRLx7mgli0FigZxhS_WI1uKAGnt3Z6ANlWSkaM1d9JsiAG7pQG5xzvrE7h0pRxT-6l9VsE_Z44ynBi5oLgb8BFgvF_Uu3XIrVLVnE3k0CpHpc6AbxV6kV9zmoQ-O1ehgqHnV_YluazSgLN1SSv7w-L7edkWrcMMNKUJCuqJ5xiK-MQGuH0LTA_TsdlE0qc8d-N9JeDvn_sMEmHJxj9NaCT7cyrqNTBWPZJr5fpRK49j1yYUFjuMWRoMsBSumid7XTUavsR-9GfdK-WK2g
1991,"אייל שלי שרותי מזון וקייטרינג בע""מ","המלאכה 4, עפולה, Israel","אייל שלי שרותי מזון וקייטרינג בע""מ","Ha-Melakha St 4, Afula, Israel",ChIJ99AfgJVRHBUR_iIjCmlXr1U,4.6,04-652-6118,places/ChIJ99AfgJVRHBUR_iIjCmlXr1U/photos/AaVGc3n0JMrfSmUiyGE5jeTbctdmb7PlE35yb3kRGpvFk8dHLzhqIXynjbgiNmBvrnblmWN9xE_SieZVNU8sFGduj61DTtwj58jFdS5RF4ySeNBX-N68vyF7y0pRDz7nQlIFmCw7r8eGon1zdgyTYuGGyNnvTgq9GDtA83DUI8n7IYJz4f5yR0Tf4JYMoD4-cGEQaGHllcP9qc49dWYXrRjsJrurG73MHIhdiwXQPwxvaFAd_P3h6uxzRKkKO3aJLen_WWXb8f09K361kM-QQQeuAaVVhgLw-2LtsPvGYhXZvKZpxjkEat0zvBpQniiMKvuqYGoqA57XAF4wiRDnE2VhNL9Mg6pZhTLw3XEbKT4io45tUURUHtULUY9u5Odpm8B31v99QxtmBpVtrhM0vR856yCG1DzjMVF_WtUUr8LOl1PuDUsr
1994,הפגודה,"דרך גדוד ברק, טבריה, Israel",הפגודה - כשרה למהדרין - בכנרת - על המים - סושי - אסייתית - תאילנדית - סינית - בצפון - טבריה,"Gdud Barak St, Tiberias, Israel",ChIJiUoFzV0_HBURuNuX5M9Vl0o,3.8,04-671-0800,places/ChIJiUoFzV0_HBURuNuX5M9Vl0o/photos/AaVGc3lTAybmPD1iqmNq_dIoWboFzWFH5_K7E_P_cBttw-Cbme98ZtHbXmP0no5IL0WJ_eYUfEDuWxGMegHJQLKgQNMyXboT0a96TxYW1nOrDzvw-TT-bDdgn0TNYfNawujKs_7PYnHunxHWQRxxBzcWx5eFTpiCY6SQKCsT8qgFjG-_nnKeQgJs0JRGzUIs19K_vfPnpL3jUBd3yrhfls8RlwrMloOTfn73ej4vgPDpH55h6kW--pdHj_LqBWKng2n8W0J23JYhYTuHRCy_nKZsCC6UmuJBERhvZijpKJOs9f9P3XkfLtErKTpxj8jH0fd8FyuB1MXDCeqwr5udum0INCMsR9Iq2jX1hPLFV3nPcZMtOTlm7TUBPe_YW2v9QKrH9CSH4VYbdD4-yPrI03YrcNpcJoBiprujG4jSkxjqFYmLCQ
1995,רד בורגר,"מעלה קק""ל 3, טבריה, Israel",רד בורגר טבריה,"Ma'ale Kakal St, Tiberias, 1441043, Israel",ChIJWW4H01Q-HBURunghTSlc8HE,4.4,04-679-7000,places/ChIJWW4H01Q-HBURunghTSlc8HE/photos/AaVGc3mwVS9rAv7ZLiU2QBvPpGpR3RzPdWZQj0kMn1J8SGIok20CTI41_31D4PCRutQWZ-7lCMQ3rGZCax8Rxbnz1U4oZzYeFRGezs5t3TGa6PWa5kgUTPoILNf9cZC0AZQYPP1pxFRPsmN-_dMCU8stiIsuwX4tQyEE7wTNMCLNWG-RtfCdJjU4kX_htb4pkxxcxCiFr77O4-Wyv_bedLu9AGV-lkd54RaSmPAcPGNdmkpGqMlxOif5qvnsS4qTwnHmXy5_cFz4xHKH_ZT4LllCM3aCEVU56bRQWC_8a4sTnlMZKYTJv93nNabw5WFTnXwgDPB3Pd3LHEzASUn5g10RwK-S_k-oq-LIxvFCQNM5-CRpz2uXE6gIiJWdyAPM_L_9epwPIKlwOLLYalD7OhdNjqGTvHdoKQuXAvfpCK1tFVWw4w
1999,יקבי קיסריה אירועים,"קיסריה, Israel",Caesarea Wineries,"Caesarea, Israel",ChIJ222WbxoNHRUR3YFJzcDtteQ,4.4,04-626-4644,places/ChIJ222WbxoNHRUR3YFJzcDtteQ/photos/AaVGc3l76h-cMI-ACbWUqJ-832ynj1Ocxm4r0hlE5xS370S2OVvdxFMSu58iOT9QxF1TVA9hO86g5xtRvIOQ3VgT-_x0nWMTDcIcIPhpISaGwUQAD7VOJyzF7LF0dKQl8NBFSYXeFwFcbtmOq81AtblLXdBsqfrLQf8d5RDBFfRgF4GL6pJJQ5BFK3uyWq5AwDbJKXbFYFSkfrVFMcRsp4qb-m42FxUJwHBJeDRQbLdihxzatyhrgxDru2kbm9w3D3y-_aj8jYWoB4sOdEXLiJqlwPjWuzMgdv3fpM6IUvyPtBIyO2oqBwGpV1wPuFqoJavvfGrVm3BEHSWJWWTkRQnwVQJr4IhCYXbUldUC01DKnFYDMS-SjVOTpmIh-CIJlPPpDGJz4T19YlB6EsVPer1W26dxcA_Sf96-c9_dh0M8U7omubbRHiP0jt8uSEr8w8PC
2001,המסעדה של אבי,"הקישון 1, טבריה, Israel",Avi's Restaurant,"HaKishon St 1, Tiberias, Israel",ChIJN2yaeEk-HBURdajt2L7Qof8,4.4,04-679-1797,places/ChIJN2yaeEk-HBURdajt2L7Qof8/photos/AaVGc3mN_6NZ4baBC_nZSfw7to8sNgiwr3TsoKzRL9wax1XZZGEp4xIDMxkcZtBWq7-tCuasj1BDcpaV7y4NCpab2J5uEHZkTWPXV9SmrOPJQpx66vMnyFc3su1ipNt_9hUXDFHfAm7FyGdNBqhe_N0VcbFUefUVDyp3hc7V8Q_KI-XPwqBTIX7wLXjmlrT-jCmjEE-RVMiLz5D0JPtZBCo4RXKIxNea5MLhhCbW7wg2JernFhCOfyty_Ar8Fzk2hHbP3utqqSIh6G56YDzHff2a2Nrc8bV0H-uYd__cfe9E2CFAmravp3ZQyMGE9bGFBbi9rrLVkfORM9KbKH7s86SD-Bfr9-SClzfQDlSDuCNfONz20aVBggyoFzyUv9vRCCd4ME4CPFiODi7sI8khD4-1iPiEDVBkmOQRxVWK-qU3-3FJY_HB8ay08gAPZoB98djX
2002,סמוראיו,"הנשיא ויצמן 25, עפולה, Israel",Samurai Sushi Bar,"Ha-Nasi Weizman St 25, Afula, Israel",ChIJBcuqpcJTHBURU8b3kzlEeBo,4.4,04-659-3322,places/ChIJBcuqpcJTHBURU8b3kzlEeBo/photos/AaVGc3mH_X0VQSdFDxUACG2a1Z59FZqe5TUQytLTLpYWIrgYdIaD3lT4clhmsuWg_T4180GuLtmqArvym-wzXFFxw7J7cIFqSzQPjvptF1DvxIFODJm5H4FTFAB2UU-jR6jyIBHRpA9wieelt_k2Icm702xLD7erFMZyUlruypZkTlMQrqOVK1LEJqzexxbn_Dc6O_gwJyHENWLEBlKmVq1ZYwIfmLyWtqKhaPmg6Qo9zBvitrCF56X0gmuvLyDz_OXBRBjFNzoXOl-x5_rsOetAgd_PKbHEFf5IdLRg2ZGAoAwrTsG2m0pR3NJNpcBH3Fn5wC-I3neAP1SBqX2_EawKp4MnztCpyntIhDGULm-3V3MNyi4kQQdCqiJZjBnGjYpyEZ24pxptwJtwn1ZE6-MeguxwX9sakaNwM832mAfJd3ZPgo9B9GKxNpjn5PljLw
2003,גבו,"שד' הציונות 1, קרית אתא, Israel",קייטרינג גבו,"Sderot Hatsiyonut 1, Kiryat Ata, Israel",ChIJ4wiBirW2HRURjJRbpPLM2kI,4.5,04-997-4799,places/ChIJ4wiBirW2HRURjJRbpPLM2kI/photos/AaVGc3k14iRcg36w6_HLyAB2goUFitFYfpd4qOL-L26EpDtV-16tvhcrBUNRW3dpwqoQujDNwDPNSvP_N9nTUAV-I9Uy7PnIorU5JiBrI9Xja14y9bZftmc1IDSlCCI4d_M_r2tXcvo-UCeJa0s7Da7tmyUOiuvd-1b1aIv6w6g3HautPvcJkqcowjCPu5pJoPdmUlJTClmYJ3csYMYm4PCMfBsM20OHZtx6jRjGL06kvj_ntifuUfCHQM_FqRjO-h6HxGnhD0qzNrRuq2XyK_8iMMpSTqfBkZzRoV6PRiX3dBsohuk-Nj2InmG_ZmuKLMmMqX3-lmMjLFgja6eTaTP_SjkcJGC6OxFxosOZ3THfrntCTb1fVgJu2OfmnMJ1UduRo0hWxI_OCNnkJjTF5dTxrfVN0xGt7qWkVOLbTLUiSZbYLw
2007,פיצרל'ה,"שמעון דהאן 10, טבריה, Israel",Pitzarela,"Shim'on Dahan St 10, Tiberias, Israel",ChIJp5fegFk-HBURMbOOKf9APJw,4.2,04-672-5115,places/ChIJp5fegFk-HBURMbOOKf9APJw/photos/AaVGc3lTziXnrxS7I4oWq1zTPz-b3S2H_yE1V3kw84kHxMf_Hpklfoe2aqGUaStK8VDSHAcRQNDTbMZd_UiqQdSxuY6EcHAnW1E5_JWrDdv4vMqTpUhBlkMMfSSUGEZAf6NpMzv_Gt8JR-ASrPdMleDihCH7PZI_mSZLAmLvpuRdPRhEXiKjprraeDrmOXE64GtQtzJVyus3VZf67FHuwIvJGgfEKIv43-vJ4fZkMD4i1-vW8xcMSi0s2iJdrOZQd0RXpOILiwvY5qX6xDSVRQ52zWtRrr4TpbSwiJZ7dVis3SRug1Jc0_zT5JqVYZrktik27kqYyBRO4jyYQ0bp0QKuGAkQY3syuk7H2EZttWe6uzplxpOTJXBHCLeewYrEGgt4Mtx06nIlGRmlMjksHZJz6J2WIhvzrENLJzWHZVWxa9zCGDx5
2009,בשורה,"החרושת 15, כרמיאל, Israel",besora - בשורה,"מתחם גן העיר, החרושת 15, כרמיאל, 2161701, Israel",ChIJQ1BwGHExHBUR_RauKuIYz6c,4.5,04-900-6272,places/ChIJQ1BwGHExHBUR_RauKuIYz6c/photos/AaVGc3kpv4LnnyHt2O5up4HBiVCnruqssfE8Gqf5_c6fEVzUdyHPX0jg4zWYix_pP7Wdei-PzwzD6I9XFSNlB9f8O0Lx5ZdeiR5th9Ukqv8PNNoyWCkufzYBQVK7vfq7MSlaC9tQyly49yAy7HS-hci-JWuXfWgpKlCkymggU5emXycNg2eQlnVpggvTL-7HxpUEeJtT9S8-h7Mr9bYj-jgjRoy989TfQ1aROUCofjGQan2IGEhHBjykQsbFvKHMITAhfflLiOmaK8rjEpINoOeGTgwhUjFkBB_akd01HAZipf3YIW5ZMy3zDCcS2kglhe19vAhGnIlOyE7IuqUxCSpy7u1XUKVxEwxeZb6IlGhVTahOSP-b86VW6kOKouyZATkSP4NGPqRo38EvlOIlWRhOGsVT63_KlWpGqfu1ry5ZpWqv5rqf
2010,פטריקס קיסריה,"תרשיש פארק התעשייה 9, קיסריה, Israel",פטריקס קיסריה,"תרשיש 9, Caesarea, 3079820, Israel",ChIJSZK34IMNHRURgJket0ktMW8,4.1,04-622-2093,places/ChIJSZK34IMNHRURgJket0ktMW8/photos/AaVGc3lbkpi60glfib-R38x580e_qodqoZRdTCKTQpLJscmZ4KRUaonRxsh24V8XtLODdzpJPTOXkkIjRdB8NCHJm_n42AApJ9GB7YiyYk9dE_S9uDiMivt1Mzgd57s5qxeR24YHe03byTvpM-Gru6HZTPxahyzbqN50XN6LHhsFvvqJZDHXm42pPpQDug3q9It3hABI0pdaXWj7p18-_fHwI8x5RDLH7GeLKbN3giqJUOAn67sSO5zbrNzqZwXjpU8IdXOKkFY_S1K8eX4PHe1I_O1YYgCrjkoZ2deBNDTZe_LdVaK1lvJR2ko5NW6mGFtIAiUbl4HgpL2-T4USbQV8TjS04oS3Fh6r5EmfD7AP0wU7Auyvtzp0GjQ-iTbaMhPJU_iG_TMo41L6PwDF1pxeMVAZhPoS-JqW9P4ofNZyvDQ
2011,אצה,"שד' הגעתון 42, נהריה, Israel",Atza,"Sderot HaGa'aton 42, Nahariya, 2238021, Israel",ChIJya1XB1fOHRURLMBWEfpS0OY,4.3,04-651-8948,places/ChIJya1XB1fOHRURLMBWEfpS0OY/photos/AaVGc3lIdqTLvudxwYDUcYvB-2KuOWnMd8pNnk4x5IO1Rne5wY1U99Swj-wXG7DGzvd2WPNGDVwWc2z8I-0IBoF6eK2iVcxYHa2NwP6tA1FTTC9dl2ftd4WdBNVYVGI3KY-sDTl739rc82qWiJJpxDOKuVPgFv-tLd8tM7akV3IbSm8JSiX-dcpH_lgFLB1KXaOdg53ri9jdgtGlQWotVbiyTVUkGXrJfC9h-g1g0TkSejCFFr5tX61uNlDciU31XiQZnl7vfOneXgE9fBR_fkbwj6SAcqE7O3I4Wf1R7eyv_iIMGK3OuRuFGsuyR_F3V9oPCn_nKcnHWW31B7Y-N206DVVfYlriLbomHVRddFUtyK-H_xheZR8mwXNokkDxiN_XJD0H9T-7gE3mtRXaMNbUCmmbbItt-_X8qR6hudrS6IuZRg
2014,אווזי חיפה כשר,"החרושת 26, צומת וולקן, חיפה, Israel",Avazi,"Ha-Kharoshet St 26, Haifa, 2629326, Israel",ChIJQ6H1LLqwHRURHhSfBrrZuYo,3.9,04-840-6002,places/ChIJQ6H1LLqwHRURHhSfBrrZuYo/photos/AaVGc3lSE5oFipVpC3gs99odE7y98G2Deq_cvpzOeFMW8yZfWgmm_JryCNdu5ZJ8YnV_69hVH_LBqYZwA-EZJlt2KmuH255nbON5eJxO6sLK0BkTzqyeSBQ_zNWYBLmp8ZH74MbnjtnHflrEgY3djqyhDlNKW7QcnqSh3e_sjF3P_Qtu5FWaBj3dw_C9U9SrpLCHnNOMxFmiWY3_NqFzEtnuU0nk-8OkoCu71x3XQT18QIzWf75KK7XkX0Ktjqp40Uo-YrS_oMsk-xVQl3VjZgaKH4vNVHLDpB1Rn_DvmG-by7MTg6Js36VrLxUEiammhEfcLQNHJazUdZDvgvNsQ19_4Z6vvNohph4gpj8uxZ2m4soJlmBSmH7UfzBWAZgcVbm5hFTiZzLT__L2DQCI2tfu6pWbtC-7etWARt1e6LSxaGvo1FPp
2015,Biga שער הצפון כשר,"דרך חיפה 30, קניון שער הצפון, קרית אתא, Israel",Biga שער הצפון כשר,"Derech Haifa 30, Kiryat Ata, Israel",ChIJs-bJi5GxHRURTeDwFbLH_cA,2.9,04-688-4333,places/ChIJs-bJi5GxHRURTeDwFbLH_cA/photos/AaVGc3nltDjGhFHzoJhFDIvouCEN0Bnelooh3gVpHcvlF_N3IGfdzZkHIF8qeeNXwy5oozbY6am4VWNbidRndDMtf-J2rsVRWNfV7c6CzM6Q4rnJAsdoZpzKCndnkuU_en5DkA4UHYtnMwcDRgr54OrQRVKrv9Dqg1nBnh618ftlbN_n51cDBrO5hBq7rkggSWd_ADUd83NTzy5EneiYDk6I-50F8JGJTS-vqLUUQV3g7t2eF5c_scVChSBRJHElzSCxObXtLSFEPeLPTIR4dw0aOnGkxfBhO2IT2KT6sj1X3maHV1SrXRhGlNOVW_EgNmNsoAWAgyfNZRVFTJXBveVjWM9U3R0eBxS-F4mYmVHT1bcle0DBNcPkFCXBAeIjM-GYB26jUERfuyIJLMXhMKHDEMh91o-ywfg4VMqNAxnODlq_E4gP
