id,old_name,old_address,google_name,google_address,google_place_id,google_rating,google_phone,google_photo_name
3676,פיצה זיתים,"אצ""ל 44, שכונת התקווה, תל אביב, Israel",פיצה זיתים,"Etsel St 44, Tel Aviv-Yafo, 6712828, Israel",ChIJSfAFzGtLHRURRxNSErw200s,4.2,03-687-9955,places/ChIJSfAFzGtLHRURRxNSErw200s/photos/AaVGc3l4NH2VoC7aThuIwxsO3UHkGFPV8Z-L9Fq2_LEpPU4epGjjGAyAhsh9dg5rL3JkUAOp-b9WNwv6WqfusVI50J7kgGUCwjxca7zeHvyyohqJrQf5Xp54Pthzr-YPGT7_E1fvwPSf4Sj-_nWdv8jb5AniX3hiMihTiJywGojB2hOA_Z3F0OkjDd5QUb3tumIF2SAQPtZ0FPx5ZBZ7e1TETlGrHUE5c6Qx28BMVcyeaYdlHHGRdzZftNPd9P7nUG7HV_pxSlnJlXQluP4nsrrpsZMT8zj_37_kIrYpCwy67fuylSrOocnxXDcR9iYuao6vvuTohjADfCDN1RSmdOBBU96Dus62HwTrL7ORZcLrBslUrkQI3BcXVeRnEZrbldkqQmUAhOMWqy9aZTeEdb5EhhcatvaJl43mDwkz7cpzkariT8qq
3678,עלים ירוקים,"תל אביב, Israel",Alim yerukim,"אוניברסיטה, תל אביב-יפו, Israel",ChIJdc2SnG9JHRURrbJ11GsW3Dk,4.3,03-643-9181,places/ChIJdc2SnG9JHRURrbJ11GsW3Dk/photos/AaVGc3kAe4yJpbdADIocqweEuE0UyVJQVHYHhHfrdBm1NNGsUf35iNrKlOGsShdp_tajb41Zq2tpmiXcC2Sr6gu5k2aNxSy9EPQAknu-xItwKPtCnuG6LJtz0PkAlqbyfu7Wgx8OdWDZInRV24-DBMVscsuwxWYBYKtYCWIek0Z4q5sKXNwbQWHN_idJ5M6ivvM2A0LMrJm-sIzTvFvOqgaqA2zAlWSU7UV1HFdBIzBgyVWEtjoz5-stXAsDfU3FzZn6khKAey09sj3yF8A7qkLFoiNzjK6bI5_Bssjwl-m9wfbezGZwLYWPQ-_M4fHCV9jFT-g5jm8YwUo6VpZQB9BQCg63HJRxEhTtVV0cQtRWQlcIvSD8FaXyeYsaEWzoIRIp0uETbh0SfYJ6fxHsceB1iMtf_s1GXbXeOziRPKzeTxU
3679,מאפיית סלמן,"השלהבת 6, אור יהודה, Israel",מאפיית סלמן,"Ha-Shalhevet St 4, Or Yehuda, Israel",ChIJf3ieuHk1HRURpEEjILZIicA,4.5,03-533-2879,places/ChIJf3ieuHk1HRURpEEjILZIicA/photos/AaVGc3mXVXJ8yh_TRf-9ZtRvgcLDsYyvbN7KA-_LcHoxzccp0W_2nMw-PO1s9jfQwfznboeDerhbmFD3VyDa-UN-H2xqvf2ibYmqe6-u0ZqZtTfNLvZKWl92K05AKwjRaKRy-fCVZasxoYiwU-7BDlKRpYerKqgtecIWe6sxEf3Y8cOhJ7vsRQ_4z5taMmh5mXDMMWEOZvdGcTcm9nAYiEy5ObdFrKxvQoyabvpgQV2TD24MLuU9lZ1Lv74-sBdmV1ks1cpADWWhaLJMaM6ojk1mUD_r6svq7X2pRhNTcwl13GuluS4-mf-B5D0FkrXxMBzwp70NZY-FDPlnmTg_ef6yUMjsJGD6o91YIL2YY0g3HSjRHjfMs7HxbUScxnb6KM2YLTjr_p16_VpJX7aBiS28qJIQBHRKPWz1WcpLRvNegtTZ3A
3680,בורקס תורכי אורגינלי,"ז'בוטינסקי 3, רמלה, Israel",בורקס תורכי- רמלה,"Jabotinski St 3, Ramla, Israel",ChIJqUs8vRzKAhUREJBwnQj3J5I,4.6,08-925-5911,places/ChIJqUs8vRzKAhUREJBwnQj3J5I/photos/AaVGc3kzjuxTV9YdseKHgMnPUTe00NjxrsOs1yGySHPMwLDCVF_AEZXlqfwVaaa_SJtFPqEshPdBVChAREdWndQNhqnPIMiZrfKH-V76fTvMmUcY8NcSqI3y3bB3_ZqCGo5xZZIXEvFK3UM9ySlf8lYSo7WqYJTFMSnGJKIv2tALdx6i8WOgAuZZ3w896sDgb695Ej1p2hLLOPmp-Q5HdzeHGzuIT0QQfwrN7MSaWOzPBY8-gUDbaaelY8ps9zLRcLhRoOetpkL4slH0DHUmlhqJQnVHbR_heLewzbgWN07nFIXwjWlg_iRTrhIW3PleAOTgvlUKBapmBbXGlgApmyQLWIRJDWjthcapmPO3omrqSE_oubm64q8aOA5ph9azeZUwPMu3ZnwswRuPgIjF92njHozYh9gSJTUtOtGNRwWZXC5Vt74
3682,הפלאפל של ניסן,"מרבד הקסמים 2, ראש העין, Israel",הפלאפל של ניסן,"Marvad HaKsamim St 2, Rosh Haayin, Israel",ChIJl9HOltY2HRURh1K5omcd7vY,4.6,053-820-4523,places/ChIJl9HOltY2HRURh1K5omcd7vY/photos/AaVGc3keEzz_zJcNYNW2HIg0j7TebQ7SyeZl4hCo6V74GdAtXIrlzxqCXwup_PcmA8hSKPb6mQeQ85b4-0e9uI6l80nemKnAovayPe54oBBZi5v-bd94znMS4qSyIwKP6gNic3_4VEbzkfc8JFUJvdVUdk-dBSH0Ls25XiCE95qb_lJvwmj0XS4wQWhKLsIiAsFVXLrjR2cVu9uxYj8T6d3bOpGpQQoph3rNN8u5C9jX6MllE0KPCb4Q-_xPqTrYWJ4MGZIzrirfSumyM8D7muc96ywf7yimBZSr7oGDWJwHlZUi-GJ8SRqvw-0ncVcblXapvhYLycwCq2-n6iejxXRB56r5IHGh47S_63CtM6sThgbLMX-luCfTUinDPqflTWgN73Qtr9DBYUoRNlIWP6LGm-pqHIzgjGQbf-T1E1sJkEmu_7pz
3686,הצ'ולנט של דודי,"אלעד, Israel",הטשולנט של דודי,"Radak St 3, El'ad, Israel",ChIJPSAke_gzHRURI5MrfQI42bc,4.4,052-574-7676,places/ChIJPSAke_gzHRURI5MrfQI42bc/photos/AaVGc3mxT-IV8bYh1XWTKWh8fTZPqnVx9fIqMW08oqHuWdRrz0cvtoeychv9pnwOR3ytC5gFoIUTM7a7ECoe1A46cOY138Mm1TbACf5nAPswZ5IPaKfw4iijf4JVOHJyLadJD1EbCnB0B6gSN2wU7lDeOy5Bf_lJ4hyoU93UQr1i-jKiS2SsDh6cL3U4jR6bjJ3yxF2GJKb58vl9jXAdrUldjRQL_WBbL-lIBqG9WzasOsYx85uVI0U1AENtEtsY0hoM9FJ2wmvghXrRC8t1_LYu6hAgg_0d35gtZ5BCrTmMYjhqMcy2SEF2x3PDCIcFZcEAV88_hKlfhP6uT5PuXEb3zvUM-gFTkYJ-EXdFIYRmsy1SvPrLGEnMTWzLmR7X1C9AuHVg5UkKL-fRSNEc4dVFHxm0-_mx4wFmDuemN0oi5H7TMw
3688,חומוס כספי,"יהודה המכבי 61, תל אביב, Israel",Hummus 616,"Yehuda HaMakkabbi St 61, Tel Aviv-Yafo, Israel",ChIJl-CpculLHRUR-Efhyyf84yY,4.3,03-508-2396,places/ChIJl-CpculLHRUR-Efhyyf84yY/photos/AaVGc3lV9OGeks4hWlO00cX-UA5Ushr_D07XBJ2bvBUhMk1LaAObRFtxlPsYYg8NSS2H3fPOS4hpm8K_k3MD3tdUUNTLnIh-xTtsBP_xTiLH1UjHUSU1AzkH4HXl9_wBW86Kq-DFPfH8DTAJs2KxjNE4k5a5wVE3jGh62ltedvxUO8-QNlLDUqSy7NSk3mzziNDxwsRJea3vo1TG0CjGJ2boLVZYn2eqqg4GVLlAxe_ToBVse8Lfj0H884Jzk0GvRf8ACpJb3KFCENdfZyYC7tJdq5zsWcLV_sG-kap7xRcQ5IGCw5RLWAcDMv5ooEkDSaqCD2fn4koCMyzrmjUpTS1NplBQDHvm-XD8wWvcs-wa5h2Z7Ht5PvnQPdfDTa4gUwRJDfSIXgR5edbXvgsj9SAK-5uOoZ5nGY3BGhX7QcKzDzX_EA
3690,מאפיית רומן,"לזרוב 29, ראשון לציון, Israel",מאפיית רומן,"Lazarov St 29, Rishon LeZion, Israel",ChIJ4bDOZ4CzAhURy8BW2SS5aEY,4.2,054-800-1685,places/ChIJ4bDOZ4CzAhURy8BW2SS5aEY/photos/AaVGc3n9TclGLDdxtVlC9V0dwWmVGdcEpp0VtsEnEifO4nXMAOCTlLhgq_SUyt0K0tXhbbZs_uI83XE70ZSr37swjW58PHsaUgjpWR7yQNvB6Fx_6Tlr3BXRmlrpPP4pGd97DrvWQnWglguADTizOvBkMdZD1Q2iiqyrTP76kdWJq9ubEVxOSgOvpEv3Z0GMeRWD37mEMuAULzE-nkjfqv-B9lHjCR2ibzhD21TT3MUtpjHzYfxxGnD3kQM_lMhacrv9r-Zv-y_VYM-T82jWcGTY5ADQNjJCWPpUn9LujkBUb0MnPjIV-4F7tB-7jy-zXpJsPv_TwLn5vOsQK6bFu76D_Ts8A7mVTMY_YZeRDAceI_vLKJhQT8I8KV_lQRM4KzVlE3ftHrzLX8-RP-arpZOM9QaZu_vmvmXH0sH4-Fqh-go
3691,הבגט הלוהט,"שד' מנחם בגין 4, ראשון לציון, Israel",Habaget halohet,"Sderot Begin 4, Rishon LeZion, Israel",ChIJE0KpF0K0AhURE-VvcdOvAoU,4.3,03-966-4422,places/ChIJE0KpF0K0AhURE-VvcdOvAoU/photos/AaVGc3l6BQTb9xm63TlPgz7SFlXV2dF_g_D_0Z0FXaVpfhIf3Fu2avbnMjPSKgdW39pjiOcw02eWOeFJxOmexhEcZEfDkQOVjIucKxB_n02QR9b8ktwYI4d82D7d9xaepNq95Lwt26kLyLNCR5U5XkKieQpe9GzNN_YnMlebTfWbWvXei44_LNyr9uCCMx-QKank_84AeuABMifKOht_qEe7s63uiBuuApcKaLBpEzQTa4Im5h-eRpLmcK3nQRV_V8jSJU-M2gJQVVbpRKRSq_gcEOB09GaG_jTe4jHfzSPIpE5tFJ1aBfisHSE8dyQ5k5kemRWg5NttCgde2J8JEv2wShz05enBmWIoPHEz4UrpmYnpHRwVXNL-ScuZkWW_HEIZDitEgoGlCvx3Pwf_LP90J_bkGYXhTOPInnZiAH3B9ZeA5ium
3693,מפגש הסטייק,"דרך מנחם בגין 37, תל אביב, Israel",Mifgash HaSteak,"חנייה חינם משעה 4 אחה""צ, בכתובת סעדיה גאון 10, Menakhem Begin Rd 37, Tel Aviv-Yafo, Israel",ChIJgbadzHtLHRUR2fY18keuzd8,3.9,03-562-3170,places/ChIJgbadzHtLHRUR2fY18keuzd8/photos/AaVGc3kH_jjl482zH9ZZZggkjN4Bwolz1WWyYTCU3TgqYqf8rz2gDOxzzKL8jLL8Q_hlcQMyEqlFxFuXW_nbmqi-eFFEpcNNNYxkcqX4XjIMyBfMf_q85tWyHtSFMEkQt6cEb_TY_zWpgrQFn0Cli2dZfj_VAo93WL7D8wdbOELl9FTfCA-_nxDnQm2kbQ8VmJU2MtOR9EszQUu2l4b0OU0Sq9u0vzmYf1hC3Bm2FKkkfkgj2vTfpsuGtsw64aFJ9-iRHDeMogvCbH67soAor4g_xN2sRIxnKLOhOGCv9LRdbvbKkz1erfMGKfPxarMfJX0iPbI9discr_OSfONk72kyeJLMe4ORMzLUfzc0NLZQbpdrziy5-P9P7HEZsISjbejWLX6fzmVmLCkh6MXPWojDUDs0vnDk-zh36vs8mK7PiB6Y0w
3695,פלאפל המזרח,"תובל 36, מתחם הבורסה, רמת גן, Israel",שווארמה-פלאפל המזרח | כשר,"Tuval St 36, Ramat Gan, Israel",ChIJgX3VPMdLHRURCfsUbBc2WUk,4.4,03-612-3923,places/ChIJgX3VPMdLHRURCfsUbBc2WUk/photos/AaVGc3mxYfXnuVWjtkW4wK7iqSGiMrpPnMjSD-PbQS6hrcpQg_WYcQCI2Lb0Myg9ejgJ1zJCHoDbIZOUwkJ5ZylLOHDJX-9WlaXjWBjez1saBLKf7II4KWKPPmRXiC3-o3JkITkNYzIb7wdsRBnqQtjV9ndq6upbtQo_y8skLUzPQEp8hGQTMWE96Flx78G9z1OSgL9r_yJTzLnUKVhi81zuomNvjSkgo0efojUHulEvCm5mCdLGRfbegCgXXlEPorKNTmcYQPz72I_olt2qlECJU2EstuS3xuya19hsxsTABYcy00wXDyzyRkczreo-XqGJgIP5Bs8mMgFhBeI-_7XK3RfWCMC7dma6Jn1fohGhtnjquDveVZzrFxeYkBpLgu8lf8cJgy9y6JBYBQ_UbEcxva86Jku1e1XdFUk5w8jglO8Q2loI9mSMSNiT6emL7GkW
3701,גלידת רוביניק,"מנחם בגין 30, קניון עופר הגבעה, גבעת שמואל, Israel",גלידת רוביניק גליל ים,"Menachem Begin St 30, Giv'at Shmuel, Israel",ChIJfQJ8IyZKHRURKJ2bwqxKseA,4.3,050-272-0659,places/ChIJfQJ8IyZKHRURKJ2bwqxKseA/photos/AaVGc3k0XvxMd0joaljYhGYKrihQpOZwyRKvVSGX9YOioA_fmoDBjp8F8APWMXWcb57CzJoAR3yG9MB_pwMnfp0C3kCgYKwSq6fOJj5j6JsZBvlUl8YaSBKp9TbJYC_PTep6Kbep_ZUo0V-k0fgATdkHiT06_xqa9zm9aaP9skXRbgm4mu-bQ9YtoEaU-mdZJZ3AZIvcGXosyI2IZuRkxK303xma16SmRbO1GBwbPZD533UF9iruP-t-Q3OSrvXBwMLAI5BDsWUzHm5trPVNBSR_A0Jmp0WVlmhcWnhrN59rcnPp6pyF0qtcjvfyAsrxbUaks8ywPT1RW785Ot4p-7FoU3sBll1TtIucIfbUqJVo_OX9HvQdTQy9XvNwnxPxeotS2d_mnYzc6scvZ5ub3vsfU-Y9Q-Pdd64b0qUYLS-1n-Tw3wAA
3702,קפה הדס,"לח""י 2, בני ברק, Israel",Hadas Cafe,"Lekhi St 2, Bnei Brak, Israel",ChIJxWHFl49JHRURSVWo465iNJ0,3.9,03-578-7090,places/ChIJxWHFl49JHRURSVWo465iNJ0/photos/AaVGc3kk7cB5hZQsEE4OSM2DqGiT5e1xnwXwWa7XDY0tklZh2yl6_SIuvyS11VpfYgUoPHouJ5wJECjd9IgewG5rURFcUtIwL_K60wrZ7sLfO9XGClBWx9L0yWbT7FQi65YlzmSOQX18-6OFHw5ZVdOUDRrgkeVH7LBNXEMWixQ4J_GuLlK5ZD4TT-optz_WO9mkqP4leYGD7OFUmKqi1cc6DNkkDrZezQRwn5jxvdUtUTPsPFmNceEqoVA8cOOdUOB-IJY1oZ6HX87EYsqfZpki6tmbA1jkf2fqosJADOoYqB7T_oMCGGo9fF3mrBsDsv0tDO7ZKbEMnm_RuHRr3Efh1PbwsCEGLRguavSvmyBu-rBEMsflqTaBO_pgV68rH5rAxoNb02bsnL7QBL3LFWHbQlcuxs1j6Crnn8mlrcOaOTbrpXr0
3706,בישולים במרומים,"היצירה 25, מתחם הבורסה, רמת גן, Israel",בישולים במרומים,"Ha-Yetsira St 25, Ramat Gan, Israel",ChIJsVBFPZ1LHRUR1bVWEu9XYew,5,03-613-1620,places/ChIJsVBFPZ1LHRUR1bVWEu9XYew/photos/AaVGc3mq2Q-DdbbiTExeojNcCoYE4ki4Hz8XrZnNQp4iDDPmUP8yHV64mU1TNKsUcdhVdaXcV_NZtg7zAvDLPYI4yQ-saSM-_kaYZNqZlw1IurTPBYDeiwPsHTnt8cLPQFPXkZM1UtwFlhnyT2rhePnaLBRa_rKudLcDNOdp5CzqmpDEo-A18YkNIKQ_h-Lq3QafVe8reDJQCen9Tdh0oKvp9gdOkzVMhCUOoRMkzxEr14xoSS9msgGMHqDXY8-RmU7qxAaziCmt9yoaAfBmsdTZuqBGs2kk5jQt2AmIq_DxMMx2fmCqzsXidbq-fLWeIbkIPa5NGi3lNy1oCcmo-6CnxR3hGNb25NGgI1T56Zy07HfzT_9_6SIlSwi4uO5POZSPvsostoEOWTvYvRO8-KAaSTSbc54W2qBLHXWb4mokLEQLfdcK
3709,מפגש ברלין,"ז'בוטינסקי 61, רמת גן, Israel",'Berlin' Burger Joint,"Jabotinsky St 61, Ramat Gan, Israel",ChIJ8zUDN8lLHRURcEw3vbpExxU,4.5,077-500-8966,places/ChIJ8zUDN8lLHRURcEw3vbpExxU/photos/AaVGc3nxvOHQ0HuFEG6fMn0CphxJKxCJ-W8wSCemwSMDv24K1uA4wDgH72biqS5ahQrc7IDJ-Jo4Vr6FdkJVO2ou0tzzcwvrs6W9UDtVw2R-zL87aTACXNIW3jMjutLrp6IAhNHAk8vX1ExiSM207GGeet93g8yKwxeSEnNWudDITft-dY8To3VaONtWK82hAzBbdb7jmvRPt3vHupW5ZTXxEzyW8tNlj-zHScNrhjRn7gqEEHbXIIK8Kxg2gjQAGpH4A7GsT5mZYkn5dluxSwQDFp7uJM0U55eKMp9C9v-6io1DPu1XL3zRE5u0GOZqgUy1XpU2bxN36lArB1Rsl4es82-SR_bVcxbGsNUB78icP3LaMyr3O6isDbFn-vRv8CFk3RJWSCJt9VZAVpGuV7U6ygweUVk0ZmZ3aUtFeBeD-idqL4DC9QEicSbbL2EoU-4M
3711,באגטינו,"ירושלים 18, בני ברק, Israel",באגטינו,"Jerusalem St 14, Bnei Brak, Israel",ChIJTU9oUiVKHRURxwa-doQ2BVI,4.4,,places/ChIJTU9oUiVKHRURxwa-doQ2BVI/photos/AaVGc3l9dI_RWX4Z7Uh03JcINQaZLvgXigkWnf0veFPsLjXH_tN38B3UpeIl5mnBhNSpaUQbL7_S0rgDjVXgwGp3EKJw5wuymzvP-n82DSihQiaF2Pvzhabz9t0lvuCq6JfZksqIT1a7WUIjhKawLeC4QN9ahre3l_pnzGRoZABUWtUXQKsG9X9Cn0W1jpPkLRLmDhsc0P1reygjfNirWc-TSgX7zYtEkjTRoZ_KcTjpB6wnwkXFqXP3kRBtSOj8CGSrBMe_zikisUS2L5yhBL6wRmNRrz0gDzaQc5AilCZm1XJC7E6a2rd0_GUZE7xxha6-zCbTI5oSVo1GYiU0S2cOzCCmpqisqYQ_Pl5c6JUrjJoc8hgYFTkwZP86ZiZyOHsyQd9cG9IT32sgQGiYPKMvrDSOTOz2bo1a-XeQNLOTtmny-h5h
3712,ליון,"שד' יצחק רבין 5, אור יהודה, Israel",Lyon Cafe,"מתחם מיני, Itzhak rabin 5, Or Yehuda, Israel",ChIJyydD2Ns1HRURsirXLPV3FmI,4.5,03-721-4979,places/ChIJyydD2Ns1HRURsirXLPV3FmI/photos/AaVGc3m-4bFdn01JSwRLu3Ci1oSdGwixmqYI9uWwNkz0it24SakdG7tLAP9ypitfL_GGe70UQloDxTvZZwWx0LgsbhWibo64NNnhWYaEZc93-auosfOFV_pJggppn9bNyIvahosagakr0ASWATNDChZqyIw-nMe7VqTK0QkfbnAxtP8Rau5eImVPgiePRwzhUIu2KU2HP6Nc82Kx_QsHCF54hH9vx2OHG6vUMvG_hj3rss6p23sIXt074oH7wJa3rveJXYJIGKZXz9qtRqmUqNo4i-1vcHi_2lVEJVLYimdVqawZlcmkXNka7wMJWA4yn9gxaUKy4aHR0eUd6OcPVe00LgrQRgTZeE6ABZooLL8RyJ_bVNLAdz0A7sTCXhl8gsfBVithSK-EXDHPZ_NarmB10DvXqnM4niollu02-cSleu0
3715,חומוס הבוטקה,"הסיבים 18, פתח תקווה, Israel",הבוטקה - חומוסיה יזרעאלית,"Ha-Sivim St 18, Petah Tikva, Israel",ChIJe2QDufhJHRURSqPBrZsr8LU,4.5,03-518-9557,places/ChIJe2QDufhJHRURSqPBrZsr8LU/photos/AaVGc3l_ZvMWY9PkOrQKttMNG_FUiUs15UcByI9mu5EOCI5YQJpAJ3FYpJEou2e0rE68K4lT8-vVjAyxcRjMVmLjlyGhPkwzbdsBZyPbLXSGmZZncfQZYKkIIV8YKaL6EgPyU2LGZI0xsC-SOz9uVN8QO40NdySTs9DJ20ytQJ_WoANAU7srU6-SNK_jIIyGO3d23kkuimSo0U9pXicEYO4r4I2MijYZcgSbcPbKK3tsjoyeYeGn85FjW9wjOcUIajakjzt1ZOHt7QQKtX2P7Wa3BJyCorbm-xXpIdn-2Qi3LQ828sFK3HRs2FYfPY__enp1BOJ2d9p9f5Fk77bd45XD_GIhXC2hd_bE2H17HVJkaDVK6TtzivVTom33p0KyvAnI4rLGH7vM6EqlKPsWhkgcgwrtbeLBkzpTdPS48wh_pegMmqE
3720,אמא סנדוויץ,"בן יהודה 38, תל אביב, Israel",אמא סנדוויץ,"Ben Yehuda St 38, Tel Aviv-Yafo, Israel",ChIJEc8Z2H1MHRURE--EULU3zUM,4.8,,places/ChIJEc8Z2H1MHRURE--EULU3zUM/photos/AaVGc3m2_l2_ZMzArGfRn6dPdt9igeW6hfGqhrq6B8Wiey96CFWZG8bK4r-YouNAt-ApDTVlgCES57cfBn0ADi7iZPXoD3lD1G3A2OKWfb0MC8_xexwHf0kI_05uQmY38odd6bYFAFo2j6pBWQYCKfT0TBNH4yA9XqlP5JVUzyUt1KT7ipt3qA3mDsd2rCX-ZIIAosweN2hi0VP2pjxcPK-xQs0JZ-7MIG3jRR-Dv57LoMBf0ypb2_ET8JFPh6KvdpfapNmytSbxB4SLpquNpufQKDx0ILbKumO600aZqfUVZDfZ5Ns5nmgqW-FHWKFM_N8MqxJ6HAj5ArnwUQTWHGLbu1Fu1q6BUCiUsG1OlhLZzoUYnB8-xmUiS2gr4AXewBw0Jqkb7zEr1S3yZxyB8mb_JP_nD4YrDSmIhsDU0720uGqK2Q
3721,הפינה החלבית,"המלאכה 8, פארק תעשיות אפק, ראש העין, Israel",הפינה החלבית,"HaMelacha St 8, Rosh Haayin, Israel",ChIJ69650sYwHRURbbCUuViAIPw,4.1,03-547-9560,places/ChIJ69650sYwHRURbbCUuViAIPw/photos/AaVGc3kgzGe-S7wjZ40dNQYRsKBZHiTEATCYbdw9MCROFvvHhveIxfGWy24dd_EY0f5jO_zMIvd1wjqsMJmngZxxjC653YuB7_Krrqr2F87XLs6Mm9eQYbe6DSb1Ix5G3jUsmYyn9CHYwbcAA3OaDgNUXCVxYpAbPCkA0X7aByhMqRcLEALN22KhcD9O_lBaXOR6ZKbtbt-sbOhMEPAXSdba1FAEEvTmVnMnhf4NvPfykiDjHYsKXWXl_LR7LQNTC08fjZ3G_XXkXTJ9jRzL5h8jZy-boFoLNU4ff_CxWsffiEE-11eG-Qa1sm7Z8k5wQxdetA7XuGrWSvIcFw3o4i-cvBKZkB7JIAlIuu4PjrcWaT4YlzIag1M4XmePaHimX-bNHXd8-jA3T4LRKsEwKGP9Yqsv7nhyiyzQb_POorSJ6LO2jg
3728,פיצה בכפר מוצרלה,"אלנקוה 78, תל אביב, Israel",מוצרלה בכפר,"Ha-Rav Alnekave St 78, Tel Aviv-Yafo, Israel",ChIJHUOizRFLHRUR9ReJL87_Sd4,4.2,03-730-6860,places/ChIJHUOizRFLHRUR9ReJL87_Sd4/photos/AaVGc3ngnxDdQytxFZj6NWwt78NQGJRLoz-m_93gQTpVzQKiPHqV0gPksKu3S3faTGEgCGpAY9dI1BiXXD_yiK-78fOeU_0Ysdt-Zg5MfFFy6MLxjut-dN6SA329k-tZQxV2P2jztFQR4Qt6GS8ZbUzh-5qZNSDPK1NKpJ1UvgS0B4mrR2A3ShO2rnu0xvhDClFj1Lms6ePlQ3HgNkvW_jsnZucnBp58AzGctgDW3oMc8qlGlRt2B4TSv_fByLkoeI_mggS9ftgojCY0OGqp8s40cS3x54WeXaC81iW4e9vChtqg_RNenIOuESyzD4XKnDeLL201krM6eMBQWp7LKfusCG3XB-zJipvLIbXBxpoD18gtMwTktoIJ2wFR5Z9XA-4WvtOC5bmXIOUsYX6xK9GJoh0ludndiHZK-k7T4xQY_Fsq3w
3734,ג'בטה בגטה,"שנקר אריה 2, פתח תקווה, Israel",ג'בטה בגטה,"Arye Shenkar St 2, Petah Tikva, Israel",ChIJqSKI1vtJHRURpG5w-QBJ47Y,2.6,,
3736,חומוס אליהו תל אביב,"בית אשל 7, יפו, תל אביב, Israel",חומוס אליהו - שוק הפשפשים,"Ami'ad St 14, Tel Aviv-Yafo, Israel",ChIJU7wVwKtNHRURDabgBwddySU,4.2,03-959-9188,places/ChIJU7wVwKtNHRURDabgBwddySU/photos/AaVGc3mMhizZyElMXDP1Rh3tIo0ph2VJsY8iSEBfuyK1yKTsgVuDmmameOkoTt1aGGQ0tJXr4LRBog44omopAPxX_n2yNm6rZDlgVJdno_oc0mg__9byeBeLvEB2PV64SHbOH_L6UzsWg0JJy8LfnI5QK841iLP4SOrpI9ypFA3JfofQNZolpDWmvaMk6OKFHoKxkKpGtYdPWDCF7NWSnQ5cy4qMLfVK5OWIP19GhT7D3BMNAAaK5Co0Ul3UDZFEZwwR7hxONVbQyO_v0e60CheqBGl_o29HxP4zdmen6Wc7rQzsnuCy-EJo6RMyPvJtrYtiyWNJmf-FI0QJ0PEAhf6TaVWOgSVDaXjR0QAF4aWEQ7I4SL1fg1fhxuixpYYGmX2GWPBg9o_DdS7GJ71o_XnZUlEUK1IRMtK6ZvtPMpu4MSIR_YY
3739,מיסטר פיצה,"חיים עוזר 18, פתח תקווה, Israel",Mister Pizza,"Khayim Ozer St 20, Petah Tikva, Israel",ChIJF6rtqLE3HRURVzE1bBBAbng,4.2,03-960-0160,places/ChIJF6rtqLE3HRURVzE1bBBAbng/photos/AaVGc3lVrySeefIKQggezBfwFvR4Pyt_OjAC_Ur50BaqRET8dA9v072u3pdQCfulwAD04SWZxABiHG-ExeGh9KEFENRc1un0_bRGMcM_wgZwiE8bh3k2L6gO3fp8h-pNqGv9w0QbOMc-EkJ5XvXE5kK_YGVqHSn_A2J-ahfyLDZ6lQ4dGksryGM4ckgkO307LEFzX5d_pk3DZ8zSEfYcOfxH0JFA-RXF9SPefuteXh-gZHWnqWPqI6pqkkqvZJOEQRLPh_08Hm1u9MbdsqPFK23Xbs4X8sqevkTWrx8lQFTfg1enj50lRhYziHU5hZ9L1SpL5r5znaWRNhthYv_IURRTSFQFceV0yFehp8i93oS6-AbVWIw9imfNB26KnwtGxvm4JsTPbDnhbHG3PuYkbNDit67Osgg9_bxXQEC8gKHqbw2lig
3744,מאפיית הצבי,"השומר 78, בני ברק, Israel",HaZvi Bakery,"HaRav Kahanman St 78, Bnei Brak, Israel",ChIJIdR7OjRKHRURy9FMJTVmMSk,4.2,03-674-0674,places/ChIJIdR7OjRKHRURy9FMJTVmMSk/photos/AaVGc3nD4Bq6_ECUvIn9I0uTu0CLoZ6z1BqfQy2jcGME6MkSRLT_HmfX23Et3lLA58P9hQxYZ6DbZOxStZpmwaJB5jV13xlnEFy70N5oZYHu8ehvOfbY2_geeCofoDuWhXSYktr8n-IZoHNKVdDW_oXO_51qLCo6R9shGR1nUfHBgPeSHoiuxQ_oIiLA0dUFHoj3rfD04hzFLuzYMQz_fCA8u7aAb6TwccTRvPLvQM6L7d0JMABSJ6OGWxSptMyBzDIlkJrAqBKQFPpeWzxKTQKWnhotxYFW4xRKD1r6x50EuEOTIf6O3XGYxLEYSGEf_i8Ni083ZdOApLFusPLFXvS8s4VNNdubsTqb6nkQeINNQ-rcHyUHBSV-VsQ_4mDDQkwWttClnkLtVCXFIO6iGzSh2XXzGxXdqjM2caImF2eDYTdoBbVk
